,name,desc
2752,MedNova,Manufacturer of surgical and medical instruments and apparatus. The company provides less-invasive surgical products for
2753,E-Pill Pharma,Provider of oral drug delivery products for healthcare markets. The company\'s product line includes an
2754,Memometal Technologies,Manufacturer of implants for hand and foot. The company designs and markets surgical implants using
2755,6 Wunderkinder,Provider of a business task management software with online synchronization. The company provides an interface
2756,Weda Bay Minerals,Developer of nickel and cobalt laterite projects. The company is a natural resource company engaged
2757,Xplore Technologies,Developer of wireless tablet PC. The company provides rugged mobile personal computers and docking systems
2758,Enfocus,Developer of portable document format software. The company specializes in the development of tools to
2759,Netmania,Developer of software and hardware services for industries. The company develops software and hardware for
2760,NxN Digital Entertainment,Provider of asset and production management systems. The company provides digital asset and production management
2761,Ter Stal Textiles,Operator of a fashion chain. The company designs its own products and then outsources production
2762,Mulu,Provider of a social media platform that combines shopping with charity. The company provides a
2763,Affinity Labs,Provider of online professional community for people. The company offers networks for careers such as
2764,Prepreg-SKM,"Manufacturer of products from carbon and mineral-fiber composites. The company is a manufacturer of prepregs,"
2765,SphereUp,Provider of a platform for contact sharing. The company provides an online platform for contact
2766,Iconology,Developer of technological infrastructure for digital comic books. The company provides weekly list of new
2767,Borland Software,Provider of open application life-cycle management solutions. The company is focused in helping IT organizations
2768,Tacit Knowledge,"Provider of digital commerce consultancy service to retail organizations. The company provides Web development, integration,"
2769,Openera,Provider of mobile application services. The company provides an application that help users to find
2770,Kinaxo Biotechnologies,Developer of spectrum-specific kinase inhibitors. The company operates as a service company specializing in chemical
2771,NWIX,Provider of communications infrastructure services for companies. The company offers its clients and partners such
2772,Power Computing,Manufacturer of Apple Macintosh-compatible computers. The company focuses on delivering Wintel-based systems.
2773,Vascular Control Systems,Developer of medical devices and tools for minimally invasive arterial occlusion. The company develops medical
2774,Percutaneous Systems,Developer of medical devices for kidney stone procedures. The company is focused on developing and
2775,MobileWise,Provider of wire- free electric power technology specially for mobile devices. The company offers Wire-Free
2776,Voxar,Developer of medical imaging software. The company develops a visualization and display platform for life-critical
2777,U-blox,"Provider of positioning and wireless semiconductors for the consumer, industrial and automotive markets. The company\'s"
2778,RelQ Software,"Provider of softrware testing services. The company offers real-time and embedded applications testing, including mission"
2779,K-Mobile,Provider of an online portal. The company provides an online portal to its customer to
2780,C5 Medical Werks,Manufacturer of ceramic components. The company sells it to medical device original equipment manufacturers in
2781,Neocutis,Developer of technology platform to understand the scarless wound healing. The company provides innovative topical
2782,Blue Ridge Pharmaceuticals,"Operator of an animal health pharmaceutical company. The company is involved in the research, development"
2783,YumDots,Developer of a mobile application for finding places to eat. The company uses interactive maps
2784,Vigor Renewables,Developer of renewable-power facilities in the U.K. The company works with property holders and commercial
2785,Digital Media Solutions,"Distributor of audio systems for theaters, movies theaters and cultural spaces. The company provides lobby,"
2786,Akubio,Provider of acoustic detection systems for real time analysis of bio-molecular behavior. The company develops
2787,Pinnacle Pharmaceuticals,"Developer of therapeutics for pain management, urology, antibiotics and oncology space by leveraging its supramolecular"
2788,TMX Interactive,Provider of web development services. The company provides the platform which enable users to do
2789,Uppidy,"Provider of mobile application services. The company\'s application lets users save, search and share their"
2790,AeroScout,Provider of wireless asset tracking and monitoring services. The company provides Wi-Fi-based Active radio frequency
2791,Benchmark Storage Innovations,Developer of tape and storage automation devices. The company\'s products are based on DLT™tape technology
2792,Sebring Systems,Supplier of silicon switch fabric interconnect solutions to the networking and computing industries. The company
2793,AllAboardToys.com,Operator of an online specialty toy store. The company provides family-friendly and educational toys. They
2794,Beep,Operator of an online audio networking platform. The company provides a networked audio software that
2795,Rare Crowds,Provider of an advertising platform. The company provides an online platform to manage advertisement campaigns
2796,Stargus,"Provider of network and service analysis, and control solutions for cable broadband networks. The company"
2797,ShopSavvy,Developer of mobile shopping comparison application. The company develops a mobile application that allows consumers
2798,Watermark Software,Provider of image storage and processing software. The company integrates scanned paper documents and faxes
2799,Pentland Systems,"Provider of signal acquisition technology and products. The company offers analog input/output, sigma delta, synchro"
2800,Soundwave,Developer of a mobile music-discovery application. The company’s software enables users to listen to and
2801,Armorize Technologies,Provider of a cloud-based anti-malware products. The company develops next generation technologies that protect businesses
2802,Simulus,Developer of performance management software for host mainframe systems. The company develops systems for enterprise
2803,Melodeo,Provider of mobile podcasting solutions. The company delivers music and other media via mobile phones
2804,Visage Mobile (Subscriber Management Business),Provider of a platform for mobile virtual network operators (MVNOs). The company provides on-demand management
2805,IQ Textiles Group,Manufacturer of synthetic fiber products. The company focuses on development of technical coated and laminated
2806,Team Trade,Provider of business consulting and information technology services. The company is engaged in providing consultancy
2807,Slate Corporation,Developer of application software for pen computers. The company developed application and utility software for
2808,BlueBolt Networks,Provider of an online design resource for design professionals in the commercial interiors industry. The
2809,Unicom,Manufacturer of modifiers for asphalt concrete mixtures for road construction. The company produces composite material
2810,PushLife,Developer of software for the BlackBerry and Android Smartphones.
2811,Spintech,Developer of composite parts with complex shapes and trapped features that easily integrate into current
2812,InSoft,Provider of collaborative multimedia software and development tools. The company also develops and sells collaborative
2813,FasTurn,"Provider of business-to-business apparel marketplace. The company delivers technology solution for the apparel industry, providing"
2814,BiddingForGood,Provider of an online charity auction service for schools and nonprofit organizations in the United
2815,Agility Communications,Provider of laser solutions for the optical network. The company focuses on offering tunable transponder
2816,Grupo Continental Producciones,Operator of television programs and cinemas. The company produces audiovisual and digital contents for TV
2817,Coffee and Power,Provider of a buyer and seller powered market platform. The company allows people to interact
2818,BabyCenter,"Provider of pregnancy and parenting information online. The company provides advice on various issues, such"
2819,Applied Identity,"Provider of identity aware netowrk security solutions. Also a provider of audit and compliance, asset"
2820,ObjectRocket,Provider of a cloud Database as a Service based on MongoDB database. The company provides
2821,PassportMD,Provider of consumer-directed healthcare and personal health records (PHR) industry. The company helps individuals keep
2822,KM Ventures,"Provider of investment in projects. The company manages information of businesses and prevent repetition, reinvention"
2823,Owlient,Publisher of online games. The company develops web games which also enables interaction between players.
2824,Exajoule,Designer of Micro-Electro-Mechanical Systems (MEMS) technology for the projection display markets. The company has early
2825,NFi Studios,Provider of web technology that connects member & industry communities. The company\'s technology provides professional
2826,KKing,Developer of karaoke application. The company offers a platform to upload and share karoke through
2827,Nitrosecurity,Developer of security information and compliance management solutions that protect business information and infrastructure. The
2828,Monnierfreres,"Provider of retail website for women\'s luxury items. The company provides products such as glasses,"
2829,Micro Managed Photons,Developer of integrated photonic circuits for optical networking applications. The company provides a technology which
2830,Northchurch Communications,Developer of a service router for the creation of customized internet protocol services. The company
2831,ChanneLogics,Operator of software development company. The company designs bandwidth software for cable networks. The company
2832,TechSmart.com,Provider of asset management services for office-technology marketplace. The company recovers technology assets for major
2833,New Index,"Developer of electronic whiteboard technology. The company is the creator of an interactive electronic whiteboard,"
2834,Molecular Imprints,Provider of nanopatterning systems and solutions for hard disk drive. The company manufactures nano-lithography systems
2835,Quevita,Provider of a social network and pre-medical marketplace. The company offers an individual cockpit to
2836,Physicians Data Network,Provider of web-enabled on-line management tool. The company develops online tools that allows healthcare providers
2837,Intelligent Results,"Provider of customer analytics and decision management software. The company also provides solutions for collection,"
2838,EdenWall Technologies,Developer of IPS firewall and VPN security services. The company also offers training seminars and
2839,Bleacher Report,Provider of an open source sports network and community publishing site for amateur sports writers.
2840,VerticalOne,Provider of internet content personalization services for consumers. The company has built the information infrastructure
2841,Intersect ENT,Developer of medical devices focused on the treatment of chronic sinusitis. The company\'s technology provides
2842,Alminder,Developer of mobile based applications. The company is focused on developing an intelligent mobile calendar
2843,VitraBio,Manufacturer of healthcare chemical components. The company manufactures porous glass carriers with applications in dental
2844,Cogito,"Provider of graph-based relationship analytics software and services. The company provides middle-ware engines, servers, development"
2845,Jacked,Provider of internet protocol-based media interactivity solutions for television programming.
2846,Magellan Biosciences (ESA Life Sciences Tools business),ESA Life Sciences Tools business. The business unit is the ESA Life Sciences Tools unit
2847,Coderloop,Provider of real-time coding assessment platform.
2848,RealTimeImage,Developer of robust web-based imaging products and services for Healthcare. The company provides a platform
2849,EndoNav,Developer of endoscopic technologies. The company focuses on developing colonoscopic technologies for performing endoscopic procedures.
2850,ViaCarla Photo,Provider of photo software applications and services to retailers and internet portal clients. The company
2851,Mapflow,"Provider of location-aware software to the insurance, transport and location services markets. The company also"
2852,SevenSpace,Provider of outsourced information technology management services.
2853,Penteye Technologies,Developer of location tracking technologies. The company offers a real-time software which offers tracking and
2854,RecBob,Provider of a facebook application that manages adult sports league teams. The company offers a
2855,AccuWater,Developer of resource conservation technologies specializing in internet based irrigation system. The company develops software
2856,RF-IT Solutions,Provider of software and services for micro-chip non contact communication systems. The company provides radio
2857,AdGrok,"Provider of Internet advertising solutions for business owners. The company offers GrokBar, a Web-based platform"
2858,Backchat,Developer and provider of application based social platform for communication. The company\'s application allows friends
2859,Eliance,Provider of back office e-commerce services to the web businesses. The company provides esurcing (TM)
2860,BroadHop,Provider of policy control and service management. The company provides policy control services to telecom
2861,Woo Media,Operator of online dating website. The company\'s website allows to meet people online based on
2862,Nexabit Networks,Designer and manufacturer of switch/router equipment for carrier and service provider networks. The company\'s product
2863,C Sports Ventures,Developer of a gaming application. The company provides users with online arcade and multi player
2864,MetroFi,"Designer of Wi-Fi Internet networks and wireless broadband services. The company partners with city governments,"
2865,Ortiva Wireless,Provider of video optimization software for mobile network operators (MNOs) and managed service providers (MSPs).
2866,Layer 7 Technologies,Provider of security and management products. The company provides application programming interface for security and
2867,9Cookies,Developer of an internet based system for restaurants and delivery services. The company provides a
2868,Particle Programmatica,Operator of a consulting company that specializes in web applications and marketing projects. The company
2869,Beijing Neusoft Viewhigh Technology,Provider of software products and services for healthcare industry. The company develops applications in healthcare
2870,Fly.pl,Provider of online travel services. The company is the provider of a Polish-language booking site
2871,RepRegen,Developer of bio-active materials for orthopedic and dental applications. The company\'s products are used for
2872,EdgeCast Networks,"Provider of media content delivery services. The company provides content delivery network space, helping companies"
2873,Webjam,"Provider of social publishing tools that allows individuals, organizations and corporations to create, aggregate and"
2874,WaterClean,Developer of diaphragmatic process for water purification and surface disinfection. The company offers drinking water
2875,Vertex Networks,"Developer of ASIC focusing on LAN switching market. The Company focuses on providing high performance,"
2876,Steam Republic,Provider of fan relationship management services. The company provides an online platform through which fans
2877,BUYandHOLD Securities,Provider of an online investing service platform. The company provides an internet based investment brokerage
2878,Voopii Mobile,"Developer of telecommunication technologies. The company develops wireless routers, mobile WiFi devices and other international"
2879,CFN Precision,"Developer of small to medium-sized precision metal, plastic and composite parts. The company develops metal,"
2880,The Last Guide Company,"Provider of the mobile and social media software. The company provides application software for mobile,"
2881,Oxxon Therapeutics,Developer of novel immunotherapeutics. The company offers products for the treatment of chronic infectious diseases
2882,Fafarazzi,"Provider of an entertainment platform. The company provides entertainment news, pop culture games, social forums"
2883,Rise Labs,Provider of personal diet coaching services. The company provides a mobile platform that connects users
2884,Connected Data,"Developer of social storage appliances. The company provides products enabling consumers, professionals and small businesses"
2885,Quorum Systems,Developer of radio frequency transceivers for mobile handset devices. The company provides transceivers for multi-band
2886,Task Farm,Provider of a tool to manage chores and money online. The company enables kids aged
2887,Derivatech Risk Solutions,"Provider of foreign exchange derivatives pricing, analytics, and risk management solutions to trading organizations. The"
2888,ActivityStream.io,Operator of an online store. The company provides an online platform which connects e-commerce retailers
2889,Loku,Operator of a local search site. The company promotes local discovery and allows its users
2890,Modusly,Provider of tools for extracting social media content. The company operates as a technology consulting
2891,NetEconomy,Provider of enterprise risk management and anti-money laundering technologies. The company provides real-time technology products
2892,Enigmatec,Provider of automation solutions for physical and virtual resource management. The company offers Execution Management
2893,BioSig Technologies,Developer of clinical technology for diagnoses and treatments of abnormal heart rhythms. The company provides
2894,Advestigo,"Provider of digital asset protection and copyright recognition software. The company offers AdvestiGATE, an audio"
2895,Extend Health,Provider of defined contribution benefit and insurance programs to the employees and retirees. The company
2896,Maestro Commerce,Provider of an e-commerce software platform. The company is the creator of a hosted suite
2897,Kabukiman,"Provider of online information about restaurants. The company allows users to search for names, places,"
2898,Takumi Technology,Provider of design for manufacturability (DFM) products. The company engages in designing products that a
2899,Azanda Network Devices,Operator of a communications semiconductor company. The company develops semiconductors for use in next-generation optical
2900,Pharmasurgics,Developer of an anti-scarring and healing treatment after surgery. The company develops and commercializes a
2901,INTERTREND,Provider of furniture-manufacturing services. The company manufactures office furniture and kitchen units.
2902,Disc Dynamics,Developer of a treatment for lower back pain. The company’s technology was designed to treat
2903,Sense,Developer of devices for cardiovascular diagnostics. The company\'s technologies creates new possibilities for measurements of
2904,Modesat Communications,Developer of point-to-point modem technology. The company offers modem technology products for wireless and wired
2905,PatientStream,Provider of an electronic patient tracking system for hospitals. The company provides a cloud-based healthcare
2906,living-e,Provider of a data-base supported web content management system. The company\'s products serve as tools
2907,Inteliquent,"Provider of tandem interconnection services principally to carriers, including wireless, wireline, cable and broadband telephony"
2908,Cartesis,Provider of Business Performance Management (BPM) software. The company provides solutions in the field of
2909,Cycell,"Operator of a mobile network. The company enables organizations to complete product development, secure GSM"
2910,Fine Trade,Provider of e-commerce trading services with payment options. The company provides shopping and sales service
2911,CarParts Technologies,"Provider of open, business automation and distribution channels for the automotive aftermarket supply chain. The"
2912,Before the Call,Provider of an on-demand sales intelligence solutions. The company offers on-demand prospect development management solutions;
2913,VTEL Products,"Manufacturer of video telecommunications equipment. The company\'s products facilitate staff meetings, training, job interviews, client"
2914,Swapcom,Provider of software services in server-side mobile architecture for mobile telecom carriers. The company\'s mobile
2915,Yield Software,Provider of an Internet marketing software for advertisers and digital media agencies. The company offers
2916,Partnerware,Provider of enterprise software and services for channel- focused companies. The company provides web- based
2917,Qlusters,Developer of linux-based enterprise cluster management software. The company provides open-source systems management solution for
2918,Via Response Technologies,"Provider of cloud-based classroom tools. The company\'s platform leverages mobile smart devices, tablets and enables"
2919,Maxymiser,Provider of multivariate testing and personalization. The company provides online business to turn every interaction
2920,SAP,"The Company develops, markets and sells enterprise application software products for corporations, government agencies and"
2921,Probity Medical Transcription,Provider of clinical documentation services and integrated technologies to healthcare providers. It provides electronic medical
2922,Gete Construction,Provider of home construction services. The company specializes in the sale of standard single-family homes
2923,Applicasa,Provider of a management platform for game developers. The company provides a platform for mobile-game
2924,Nixter,Operator of an online cloud based platform for nightclubs and promoters. The company\'s platform lets
2925,Adapt Media,Provider of wireless outdoor advertising solutions. The comapny specializes in display and communications technologies. It\'s
2926,Sharp Analytics,Provider of business intelligence technology. The company is the developer of a proprietary marketing dashboard
2927,Enroute,Developer of of parcel-shipping management software. The company makes a web-based software platform that helps
2928,Utilicase,Provider of IT consulting and integration services. The company offers a range of asset care
2929,Blurtt,"Provider of a web based platform that conveys expressions, thoughts and feelings in a creative"
2930,RxMedic Systems,"Provider, designer, manufacturer and distributor of automated pill dispensing robotics products to retail pharmacies. The"
2931,LibertadCard,Provider of prepaid debit and remit cards for immigrants living and working in the United
2932,WPL Group,Provider of a shopping-loyalty program.The company rewards engaged couples for their spending as they shop
2933,Ugobe,Developer of robotic technology. The company develops technology that transforms inanimate objects into lifelike creatures.
2934,Impact Mobile,Developer of a mobile marketing platform. The company provides a platform which provide marketing services
2935,Encover,Provider of enterprise software platform and seller of service contracts. The company\'s solution can be
2936,SwitchOn Networks,Provider of semiconductor and software components to the Content and Policy-based networking. The company\'s products
2937,Clarus (acquired),"Provider of B2B procurement software and trading services. The company develops, manufactures and distributes a"
2938,Macronix International,Manufacturer of integrated device in the Non-Volatile Memory (NVM) market. The company provides a full
2939,El Secreto del Mar,Manufacturer of youth sportswear. The company is a manufacturer of sporting apparel and accessories under
2940,Siimpel,Provider of optical micro systems solutions. The company offers Autofocus that corrects for variations in
2941,UCMS Group EMEA,"Provider of payroll, HR administration and accounting services. The company caters to multinational corporations and"
2942,InterObject,"Developer of embedded software, mobile and multimedia streaming products. The company provides a variety of"
2943,CAVU Medical,Developer of restrictive device for treatment of obesity. The company has developed an assembly and
2944,Ansa Software,"Provider of a database management program. The company is the developer of Paradox, a ground-up"
2945,OphthoCare,Developer and manufacturer of eyeglasses used for treating Amblyopia. The company uses liquid crystal technology
2946,eMation,Provider of internet infrastructure for the pervasive computing wave. The company develops software for applications
2947,Harman International Industries,Harman International Industries Inc was incorporated in 1980. The Company is engaged in the design
2948,Digital Media Professionals,Provider of 3D graphic services for embedded systems. The company provides 3D graphic services for
2949,Stream Processors,Operator of fabless semiconductor company. The company develops stream processing architecture that help industrial companies
2950,Pangea3,"Provider of legal process outsourcing services. The company offers corporate legal outsourcing services, such as"
2951,RouteLambda,Provider of an optical networking equipment. The company provides outsourced assembly of standardized optical networking
2952,Electro Energy,Provider of proprietary battery technologies and associated systems.The Company is engaged in the development of
2953,Meikle Automation,Provider of the systems integrate platform for manufacturing of components in the organization. The company
2954,Matsutake,Operator of a Matsutake mushrooms developing company. The company commercialization of a production method for
2955,PINS Group,Provider of hosting and managed services. The company offers a range of services and specializes
2956,Homeworkcentral.com,Provider of knowledge links on the web. The company is an online learning destination for
2957,Aires Pharmaceuticals,Developer of therapies for pulmonary vascular disorders. The company develops therapies to treat pulmonary vascular
2958,ZebraMobile,Provider of online news platform. The company provides an application enabling mobile access to personalized
2959,Track.com,Provider of a platform for investment research and market ideas. The company provides a platform
2960,Borean Pharma,Developer of pharmaceutical protein products. The compan develops a protein technology platform that helps to
2961,KuDOS Pharmaceuticals,"Developer of oncology drugs. The company develops drugs for combination with chemo- and radiotherapy, based"
2962,American Transitional Hospitals,Provider of long-term specialty transitional care. The company provides transitional care facilities for subacute patients.
2963,NPC Springs,"Manufacturer of high-strength industrial springs. The company manufacturers high-strength springs for railroads, cars and agricultural"
2964,CrowdHall,Provider of audience moderated town halls. The company provides an online platform that enables participants
2965,BEI Medical Systems,Manufacturer of proprietary and minimally invasive endometrial ablation system. The company launched its product in
2966,Schick Shadel Hospital,"Operator of an addiction treatment hospital. The company provides alcohol, drug, oxycontin, methamphetamine, marijuana, cocaine"
2967,Mint.com,Provider of a free online personal finance service. The company\'s primary service allows users to
2968,Formative Labs,Provider of social applications connected to real world actions. The company provides information to consumers
2969,Infogami,Provider of a wiki application framework. The company\'s wiki platform is used to support the
2970,SocialExpress,Provider of social media analytics for data-driven marketers that create interactive reports online and via
2971,Carsala,"Provider of online research and negotiating services for used cars. The company uses Web technology,"
2972,PageWise,Operator of a website that serves how-to videos and articles online. The website is a
2973,Structural Dynamics Research,Provider of enterprise product development solutions with a suite of mechanical design automation software and
2974,Green Dot,Provider of prepaid financial services. The company offers consumers financial products and services through retailer
2975,Cognitive Match,Developer of software services that match individuals with content online and personalize their experience. The
2976,Flimmer,Developer of a platform for viewers to watch movie trailers. The company\'s platform allows viewers
2977,LifeMed Media,Provider of multimedia platform for the diabetes community. The company provides information and community support
2978,Electronics Corporation of Israel Telecom,Provider of network management systems and lifecycle services. The company offers network solutions to other
2979,Rhapso,"Developer of software services for packaging and printing industries. The company offers software maintenance, server"
2980,Zen99,Provider of health insurance tracking platform. The company provides a platform which allow users to
2981,Hémax Génome,Provider of a gene-discovery platform for mapping a gene on the X chromosome that is
2982,ItsontheGrid.com,Provider of information on the feature film development business to entertainment industry professionals as well
2983,HackPad,"Provider of a document sharing software. The company\'s product enables classroom collaboration, event planning and"
2984,Wilinx,Operator of a semiconductor company providing single-chip CMOS services covering the entire UWB bandwidth from
2985,Consorte Marketing,Operator of a digital marketing company. The company provides brand advertising and direct marketing services
2986,Exel Microelectronics,"Provider of electronic programmable logic devices. The company designs, manufactures and markets non volatile memory"
2987,Check-Cap,Provider and developer of gastrointestinal imaging devices. The company provides a multi-disciplinary technology for the
2988,PlymoVent,"Supplier of products, systems and services for the extraction and filtration of polluted indoor air."
2989,AppCarousel Direct,Provider of an application management platform for connected devices. The company provides a management platform
2990,Cozart,Developer of hand-held device using saliva samples for drugs of abuse testing. The company was
2991,V.L.T.,Manufacturer of molded fiber cartons. The company produces egg cartons and egg trays for markets
2992,Orchest,Provider of financial services technology. The company is the developer of a platform enabling users
2993,OnPharma,Developer of a drug delivery system. The company develops a dispensing device for local anesthetic
2994,RentWiki,"Developer of peer review and recommendation website. The company provides rental search with user-generated content,"
2995,Hollywood Interactive Group,Provider of Web content and entertainment features for women. The company provides celebrity and entertainment
2996,Morethanhotels,Operator of hotels. The company owns and operates twelve Express by Holiday Inn hotels throughout
2997,Sierra Technologies,Designer and manufacturer of radio-frequency products and systems for military and civilian applications. The company
2998,Nereus,"Developer of floor-heating technology. The company is engaged in designing, marketing and installing floor-heating systems"
2999,Vita 34 International,Provider of storage of cord blood for future therapeutic purposes. The company is engaged in
3000,Fotiva,Provider of software and information that hepls consumers to use digital cameras. Through the company\'s
3001,Mzt Holdings,"Manufacturer & developer of cancer diagnostic technologies and products. The company is a biotechnology company,"
3002,Metanautix,Provider of big data analytics software. The company builds big data analytics systems for large
3003,Delta Plant Technologies,Developer of natural rubber. The company develops agronomics and processing technologies for production of an
3004,Tapuz People,"Operator of an internet company. The company specializes in internet eCommerce, media and marketing activities."
3005,Adaptive Solutions,Manufacturer of pattern recognition computing products. The company develops and manufactures image processing and recognition
3006,Integrated Circuit Solution,Designer and manufacturer of complementary metal-oxide-semiconductor integrated circuits. The company provides performance integrated circuits including
3007,Happiness Engines,"Provider of social, coloring book. The company allows people to upload and turn photos into"
3008,Play140,"Provider of text-based social games which can be played via Twitter, SMS texting and instant"
3009,GOVECS,"Manufacturer of electric vehicles for transportation. The company is dedicated to the development, production and"
3010,Eurogentec,"Provider of products and services to the life-science, diagnostic and pharmaceutical industries. The company specializes"
3011,Safety Technology,Supplier of safety training and equipment for work at heights. The company offers a variety
3012,OhLife,Provider of a web-based journal application. The company provides email-based personal journal for users to
3013,Optify,Developer of business to business marketing software. The company offers software as a service that
3014,Atomz,"Provider of on-demand digital marketing applications, including site search and web content management. The company"
3015,ViewLogic Systems,"Developer of electronic design automation software. The company designs, develops and markets electronic design automation"
3016,Netia (software),Developer of editing software technologies. The company provides software technologies for managing and broadcasting audiovisual
3017,Wintegra,Provider of access processing semiconductors and software for telecommunication infrastructure solutions. The company\'s products include
3018,Gaiam,"Provider of a lifestyle media company and offers a selection of information, media, products and"
3019,Viigo,"Developer of a content mobilization platform. The company offers News and RSS module for news,"
3020,Archer Technologies,"Provider of enterprise governance, risk, and compliance management software. The company provides policy management, threat"
3021,Syntherix,Operator of a biotechnology company. The company focuses in the invention of third generation cancer
3022,Oculis Labs,Developer of cybersecurity software. The company provides a software platform designed to protect visual on-screen
3023,Pintail Technologies,"Developer of real-time adaptive test technology for semiconductor manufacturing companies. The company offers SwifTest, an"
3024,mbr targeting,Developer of a targeting technologies for increased relevance of advertising focus and product recommendations. The
3025,Skipola,"Developer of white-labeled application for restaurants. The company develops application that has contact information, menus"
3026,Apparel Media Group,Provider of network marketing services to apparel industry. The company\'s platform delivers relationships with target
3027,SnapGuide,"Provider of an iOS application and web service for sharing ""how to"" guides. The company\'s"
3028,Varro Technologies,Developer of distributed knowledge management software. The company offers products for the life science industry
3029,AlgoNomics,Provider of structural bioinformatics services. The company provides structural bioinformatics tools to develop rationally designed
3030,Collective.li,Developer of a multimedia social platform. The company offers a mobile application which enables users
3031,CoFluent Design,Provider of electronic system level design tools for modelling and simulating systems. The company offers
3032,Voxli,Developer of a browser-based group voice chat platform. The company allows gamers and team members
3033,SAW Instruments,Manufacturer and distributor of analysis biosensors for the life sciences industry. The company developes equipments
3034,Mansard Capital,"Provider of discretionary management services, multi asset management and alternative investment funds to private client"
3035,MySelfHelp,Provider of online and interactive mental health self-help programs and tools. The company’s programs enable
3036,Sceptre Science and Technologies,Developer of ion beam molecular self-assembly technology. The company\'s manufacturing process is capable of fabricating
3037,LingleOnline,Operator of an online educational platform. The company provides an online learning platform which allows
3038,Bry Technologia,Provider of digital certification hardware and software services. The company provides services to ensure safety
3039,RallyCause,Provider of mobile commerce services by connecting affinity groups to local businesses. The company provides
3040,LFH Illuminating Brands,Provider of printing and design management services. The company creates designs for the ad-campaigns for
3041,Laserdata,Developer of a optical storage software. The company develops and markets document imaging and optical
3042,Rumble Entertainment,Developer and publisher of multi-platform online games. The company provides free online games that are
3043,Clupedia,Provider of internet content and service provider. The company\'s solution helps user to rate web
3044,InStream,Developer of workflow software for healthcare offices. The company develops software products that coordinate the
3045,WageWorks,"Provider of tax-advantaged programs for consumer-directed health, commuter and other employee spending account benefits or"
3046,Konepaja Ceiko,Provider of contract manufacturing services and steel components. The company also has its own products
3047,Wit.AI,Developer of an application programming interface-based natural language platform. The company has created a voice
3048,GetGifted,Developer of a merchant based gifting platform. The company offers a platform for merchants to
3049,Primary Access,Provider and supplier of integrated remote access systems. The company\'s products are used by providers
3050,fluXXion,"Manufacturer of micro filtration membrane products. The company offers filter stack sub assemblies, an integrated"
3051,MontaVista Software,Provides Linux tools to the embedded software market. The company’s products include Market Specific Distributions
3052,Citizen Logistics,Developer of mobile-collaboration software. The company provides a platform enabling users to collaborate with others
3053,Intelligent Markets,"Provider of comprehensive order management software and services to broker dealers. The company offers ALTA,"
3054,Once Again Me,Provider of comprehensive reports that represents business\'s financial obligations. The company also provides credit limit
3055,Lightspeed Logic,Developer of mask reconfigurable intellectual property. The company provides digital logic implementation technology that provides
3056,Imaging Automation,"Developer of technology for document authentication, biometrics and data collection. The company offers products used"
3057,Kine Robot Solutions,Designer and developer of robot systems for industrial use. The company offers robotic products for
3058,Electronic Arts,"The Company develops, markets, publishes and distributes video game software and content played by consumers,"
3059,Kirtas Technologies,Provider of digital scanning services. The company has developed a digital imaging technology that automates
3060,OpenTrust,"Provider of software and cloud security services. The company provides software products to governments, financial"
3061,Mywavez,Provider of a platform for mobile video sharing. The company delivers web video entertainment directly
3062,hi5,Provider of social networking site. The company provides platform for the people to stay connected
3063,AiMedics,"Operator of a medical device company. The company develops HypoMon system, a non-invasive alarm system"
3064,Portico Club,"Provider of hospitality services. The company operates resorts, clubs and vacation homes at various places."
3065,Navita Systems,Provider of decision-support technology for transaction and risk management in the energy market. The company
3066,FaceTags,Provider of facial recognition system. The company provides facial recognition to turn faces in photos
3067,GroSocial,Creator of social media marketing software that helps enterprises and SMBs expand their brands and
3068,Telebase Systems,Operator of an online information and entertainment service company. The company provides its customers with
3069,redBus,Provider of an online bus ticketing service. The company enables users to book bus tickets
3070,Department of Behavior and Logic,Provider of mobile applications in HTML5. Th company\'s application is used to turn Facebook fan
3071,Meridian Energy USA,"Developer of utility-scale, environmentally-clean solar plants. The company focuses on generating photovoltaic peak electricity that"
3072,Grupo Guascor,Provider of energy solutions based on renewable energy. The company develops and manufactures technologies to
3073,G2 SwitchWorks,Provider of travel distribution solutions for travel suppliers and agents in the United States. The
3074,Videoplaza,Provider of advertising serving platform. The company provides an advertising serving platform which is used
3075,GetOne Rewards,Developer of software and mobile applications for retail sectors. The company develops software and mobile
3076,TerraSky,"Provider of cloud computing and system integration services. The company provides SkyVisualEditor, a tool for"
3077,Eisai Company,"Eisai is a healthcare company, which provides prescription pharmaceuticals, consumer health care products, and diagnostics"
3078,Junxion,Provider of managed 3G wireless cellular router solutions for enterprise and government customers in the
3079,Loran International Technologies,Operator of a data networking company. The company is a system integrator of high speed
3080,ClickDelivery,Provider of an online food delivery service. The company serves as distribution platform for online
3081,Ortel,Developer of optoelectronic components for cable television networks. The company manufactures and supplies advanced optoelectronics
3082,Mercury Solar Systems,Provider of commercial and residential solar-energy systems. The company is a designer and installer of
3083,MobPartner,Operater of a mobile affiliate network that connects advertisers with their audience worldwide. The company
3084,HyperEdge,Provider of loop management systems and access equipment for the local exchange carrier markets.
3085,Riot Games,Developer and publisher of an online games. The company offers multiplayer online battle arena and
3086,VIR,Developer of a surface plasmon resonance technology. The company’s technology consists of a patented sensor
3087,Alditech,Manufacturer of silicon-based heads for multimedia tape recordings. The company\'s products had applications for the
