,name,desc
9,WedSnap,Developer of Web applications to wedding consultants and Website developers. The company offers tools that allow wedding consultants and Website developers to engage with brides.
199,OVIVO Mobile Communication,"Provider of mobile network services. The company provides free calls, texts and data each month, without the need to top-up their account or provide a minimum monthly commitment in exchance of ads about products and services."
3371,Cumbre Pharmaceuticals,"Developer of anti-infective products for the treatment of serious and life-threatening infections, particularly those caused by antibiotic resistant pathogens. The company discovers, develops and markets anti-infective products and antibacterial drug and multifunctional anti-infective drugs that target multiple inhibitory pathways."
1567,MedPage Today,"Provider of online medical news service for physicians and healthcare professionals. The company develops online medical education programs that provide articles, as well as offers medical meetings information."
1911,Castleton Technology,"Provider of IT infrastructure, data centres and smart building services. The company provides end-to-end telecommunications and IT services for business organizations."
4019,Microsoft Visio,"Developer of visualization and diagramming software. The company is the creator of a diagramming and vector graphics application, which connects data to graphics and can be used in business applications. Microsoft acquired the company in January 2007, retaining the Seattle-based business as a division of its company and utilizing its software with its own product offerings."
418,Paymo,Provider of mobile payments network for online merchants. The company allows consumers to buy online and pay with their mobile phone.
4862,Instructure,"Provider of a cloud-based learning management system. The company offers tools for instructors and students that are designed to integrate drag-and-drop file uploaders, HTML 5 video, automatic speech-to-text conversion applications, as well as Web 2.0 tools and social media platforms. It also provides an index of online courses."
1848,Aline Aesthetics (Aline Hyaluronic Acid Thread Technology),"Solid state, cross-linked hyaluronic acid. Hyaluronic acid in thread form that is attached to a needle to be used as a dermal filler for cosmetic and cancer reconstructive surgeries."
2297,Intellistream,"Provider of a video content-delivery platform. The company provides a technology platform enabling delivery of interactive, streaming applications through any available 2G, 3G or 4G mobile network."
1414,Brightware,"Developer of eCustomer Assistance software for the Internet. The company\'s products provide automated, self-service assistance to customers through the Internet."
2203,Esber,"Manufacturer of paints and wall treatments. The company manufactures paints and coatings for the professional market. Its products include dyes, waxes, protective coatings, Venetian stucco, plasters, patinas and mottling multimatices."
117,Encampment Minerals,"Explorer of natural resources. The company is engaged in the exploration of copper, nickel, and platinum in northern Minnesota."
4852,Cardstore,"Operator of a platform that enables to design and message personalized greeting cards and invitations. The company offers the users to add customized photos and personalized messages to cards. The company provides business marketing services that include online greeting card and postcard, photo-card creation and presentation editing tools."
3023,Pintail Technologies,"Developer of real-time adaptive test technology for semiconductor manufacturing companies. The company offers SwifTest, an on-line adaptive test modules that run directly on the automated test equipment (ATE), and capture and analyze data in real-time; and TestScape, an optional database system, which accepts data in real-time from SwifTest and supports various data management applications."
2608,HopStop.com,"Developer of a mobile application for pedestrian-friendly directions and information. The company is the creator of a mobile application that provides door-to-door transit, walking, biking, taxi and hourly car-rental directions in more than 300 cities. It is available for mobile phones and tablets."
38,ClimateMinder,"Provider of wireless climate monitoring and control systems for agriculture. The company offers products that growers can use to increase quality, improve yield per acre, reduce water and nutrient costs, operate remotely, increase profits and achieve sustainability."
2212,PlanetRx,Provider of online drugstore fulfillment. The website is an online drugstore where customers can find all the usual prescription products in their drugstore and order online.
3573,Creatogen,Developer of technology for genome wide functional genomics. The company develops bacterial carriers for oral delivery to treat and to prevent acute and chronic diseases caused by an imbalance of the immune system. The company also develops a bird flu vaccine for poultry.
904,Certainty Solutions,"Provider of comprehensive infrastructure management services. The company specialized in providing Integrated Managed Services for companies with sophisticated Internet businesses. Certainty\'s managed services include 24/7 monitoring and network operations center escalation, hardware support, systems architecture support, managed network services, database management and technical account management."
1866,Aether Partners,"Provider of funds for early stage investments. The company offers financial support in wireless infrastructure, optical switching, wireless networking and other cutting edge communications and technology companies."
151,Top Ten Media,"Provider of media content on entertainment topics from the Web. The company draws information from blogs, podcasts, video, and media."
2960,Borean Pharma,Developer of pharmaceutical protein products. The compan develops a protein technology platform that helps to identify and produce molecular binders based on naturally occurring human proteins.
1089,iXAir,"Provider of private jet travel. The company provides private jet travel for business, as well as guidance before purchase, financing solutions and leasing offers and contract negotiation."
4550,Semetric,"Provider of analytics and trend forecasting for the music industry. The company tracks online trends in music and makes the data available to those working in the music industry. The data covers activity on social media, mentions and sentiment on news and blogs, sales and file sharing activity on the BitTorrent network."
205,Pantresse,"Manufacturer of hair care products. The company produces and sells shampoos, conditioners, hair sprays and related products mainly throughout the US and Mexico."
2115,Tendyne Holdings,"Developer of medical device for the treatment of mitral regurgitation. The company engages in the development and commercialization of medical devices for transcatheter mitral valve replacement, repair and targeting mitral regurgitation."
1274,Vergent Medical Systems,Provider of medical technology. The company also provides X-ray beam-shaping technology to produce a low-energy radiation stream.
3007,Happiness Engines,"Provider of social, coloring book. The company allows people to upload and turn photos into sketches, which they can actually draw on and color, remix and share."
168,SmartReceipt,Provider of personalized nutrition and marketing messages that enable consumers to make better food decisions. The company provides innovative marketing services that enable retailers to generate incremental revenue and influence consumer purchasing decisions.
3798,Sensinode,"Developer of software technology for the Internet of things (IoT). The company develops commercial 6LoWPAN and related IPv6 technologies which enable physical sensing, tracking and identification with enterprise systems and the Internet. Its NanoStack, NanoRouter and NanoService software leads to low-power networks in wireless health, building automation, asset management and other applications."
1040,Incomparable Things,"Developer of a mobile application for sharing adventure experiences. The company provides a mobile social platform for people to collect and share stories of their adventure, by weaving all the media generated while they are having their adventure - including photos, location data and tweets - into a single narrative."
13,Restricted Stock Systems,Provider of software services to financial institutions and public companies. The company provides commercial software to manage trading plans in addition to software and services for processing and reporting of restricted stock and insider trading compliance.
3277,Porticor,"Provider of cloud data security software. The company provides a software which enables companies to safeguard their data, comply with regulatory standards and streamline operations. The company also offers ""Virtual Private Data"", which combines data encryption with homomorphic1 split-key management for safeguarding data in public, private and hybrid cloud environments."
4100,Groove Biopharma,"Developer of therapeutics to affect cellular processes involving microRNAs. The company’s technology addresses nucleotide therapeutic drug discovery via modulation of cellular miRNA. Its technology platform presents potential for treating various diseases, including cancers, infectious disease, and metabolic disorders."
3430,Innoplast,Provider of plastic products. The company specializes in manufacturing and processing injection molding.
56,Elastix,Provider of technology that lowers the power used by digital integrated circuits. The company offers elastic clocks that helps in reducing on-chip power consumption.
1121,eTree Marketing,Internet retailer of computer and digital products.
3897,Hawkeye Renewables (Ethanol Plants),"Producer of ethanol with plants in Iowa Falls and Fairbank, Iowa. The company\'s plants are specialized in ethanol and dried distiller grains."
1663,iCyt Mission Technology,Provider of flow cytometry analysis and sorting technology.
1675,buecher.de,"Owner and operator of an online bookstore. The company primarily operates as an online retailer of books and also engages in the sale of other media products such as games, music and movies."
951,Panomics,"Provider of a suite of assay products for various low to mid-plex genetic, protein, and cellular analysis applications worldwide. The company focuses on delivering solutions for Parallel Quantitative Biology, a contextual, systems-level measurement of genes, proteins, and their cellular functions."
4107,Digital Motorworks,"Provider of information management services to the retail automotive industry. The company provides the automotive industry with dealership management system (DMS) data and data management solutions for a variety of business initiatives, including parts locators, service marketing programs, service history reports, sales programs, vehicle valuations, customer relationship management, OEM data analytics, consumer-facing website content, and inventory management."
2930,RxMedic Systems,"Provider, designer, manufacturer and distributor of automated pill dispensing robotics products to retail pharmacies. The company\'s  first product was the forerunner to the current RxMedic ADS robotic dispensing system."
4493,The Outsourcing Institute,Provider of outsourcing services. The company tracks and forecasts the evolution of outsourcing while providing services and programs to assist buyers and sellers of outsourcing services.
2603,Medical Gas Solutions,"Manufacturer and distributor of a medical gases and device. The company manufacturer medical gases and associated equipment for emergency use in medical line by emergency service personnel, healthcare professionals and first aiders."
2961,KuDOS Pharmaceuticals,"Developer of oncology drugs. The company develops drugs for combination with chemo- and radiotherapy, based on expertise in DNA repair mechanisms for treatment of cancer."
2817,Coffee and Power,Provider of a buyer and seller powered market platform. The company allows people to interact in the real and digital worlds in order to get small tasks done.
3017,Wintegra,"Provider of access processing semiconductors and software for telecommunication infrastructure solutions. The company\'s products include access processors; reference boards for software development; and Data Path Software. It offers network processors and production grade software solutions for communication applications, such as DSL; PON; 2G, 3G, and LTE wireless infrastructure; carrier Ethernet; and WiMAX."
877,Clipbook,"Seller of video clips which can be used without licensing restrictions. The company sells video clips in high definition, with a wide range of topics in order to meet customer needs at a price lower than current production costs, with a single price for format and royalty-free license."
3781,Secure.me,"Developer of a security technology for social networks and mobile applications. The company\'s security cloud service helps users keep sensitive information private, take control over the applications they use and helps in reducing oversharing of information."
2279,DiaSpect Medical,Provider of in vitro diagnostic systems. The company provides instant hemoglobin related measurements in unaltered whole blood for point of care.
3862,Ception Therapeutics,"Developer of biopharmaceuticals engaged in the discovery, development, and commercialization of new drugs and therapies for difficult to treat illnesses. The company offers Reslizumab for eosinophilic inflammatory conditions. It also provides Anti-TNF, a class of small molecule anti-TNF receptor agents with the potential to be orally administered. The companies portfolio includes treatments for central nervous system disorders, pain and cancer  and include eight proprietary products in the United States, along with more than 100 products internationally. Cephalon\'s research pipeline is focused on developing new compounds and new indications for existing products, while their business collaborations capitalize on new products and smart drug delivery technologies."
1625,Demand Media,Provider of digital media and domain services to advertisers. The company helps advertisers to find ways to engage with their customers and enables publishers to expand their online presence.
774,Logic Instrument,Manufacturer of computer and electronic equipment. The company develops and markets portable personal computers and handheld devices in France.
4108,Airwide Solutions,Provider of mobile infrastructure software. The company\'s software enable mobile communications for wireless operators worldwide.
4583,Peer Squared,"Operator of an online marketing and rewards platform. The company uses a combination of game-play mechanics, proprietary technology and incentives to harness the power of word-of-mouth marketing on the social web."
3314,Shared Resources Exchange,"Developer of digital switching systems and call center applications. The company\'s electronic key systems offers on-blocking intercom connectivity, conference calling, forwarding and speakers. It\'s system used in wireless local loop, E911 and PBX."
4459,Delver,"Developer of a social search engine to help users to find content, media and people within their network."
727,Webchutney Studio,Owner and operator of a digital marketing firm. The company creates and offers interactive marketing services for brands of various businesses.
3577,LogneX,"Provider of an online inventory management system. The company\'s software, MoySklad offers a new browser-based inventory management service for small and medium sized businesses that provides freedom of location and cost alternative to uphold daily communication, documentation and accounting."
2804,Visage Mobile (Subscriber Management Business),Provider of a platform for mobile virtual network operators (MVNOs). The company provides on-demand management systems.
916,National Medical Solutions,"Provider of clinical, managerial, technical, educational and market services to the hospital partners. The company\'s services include multi-system history and physical assessment, debridement, cleansing, and dressing changes. The company also provides various therapies/services, including hyperbaric oxygen therapy, compression therapy, infection control, coordination of home health and extended care."
4790,Bizo,"Provider of online business to business (B2B) marketing services. The company\'s platform provides data management and targeting capabilities to reach audiences anywhere they travel online and engage those that come to their websites, landing pages and social channels."
1139,Paragon Wireless,"Operator of online mobile store. The company offers mobile phones and mobile accessories, including mobile phone cases, chargers, headsets and memory cards."
1033,Dinamundo,Provider of a social check in service that rewards users who check in to other people with jokes and comedy.
3097,NTRglobal,Provider of remote access technology and services for information technology (IT) service management and external customer support applications worldwide.
19,Xaar,Developer of ink jet technologies.
454,Cloudmetrx,"Developer of real-time risk-return management technologies. The company provides real-time, cloud-based, mobile financial analytic services in the areas of portfolio management, risk analysis, and trading for asset management professionals."
613,Techgenia,Developer of Internet protocol (IP) devices. The company produces and markets appliances designed to help companies accelerate the implementation of IP services and to obtain a quicker return on investment.
4378,PortugalRes,Operator of an online booking platform. The company also distributes products to travel agencies and tour operators worldwide.
4056,Servista,"Provider of management networking and outsourcing services. The company provides network management, outsourcing, consulting services and customer relationship management."
1249,Touchstone Semiconductor (Analog IC Products),"Designer and manufacturer of high-performance analog integrated circuits. The company provides high-performance, low-power analog IC products for power management services."
2507,Goshme Solucoes Para a Internet,"Developer and provider of search engine. The company assists users by providing a list of all search engines and databases appropriate to the query, ranked by relevance, divided by categories and sub-categories, and with a brief description about each search engine."
3851,Systinet,Provider of service-oriented architecture (SOA) governance and life-cycle management software and services. The company\'s web applications and services platform enables to build and integrate business applications over the internet.
2399,Enigma Semiconductor,Operator of a semiconductor company. The company provides semiconductors for switching systems for network and storage. It also provides line card and backplane systems up to 6.25G link speed and up to 1x40G line card speeds.
726,Lexy,"Provider of telecommunication solutions. The company provides voice messaging, content sharing and audio listening services to networked devices."
1703,Cramer Systems,"Provider of telecommunication support systems software. The company provides inventory-based OSS software that accelerates the introduction of new services, enables OSS transformation and reduces cost of ownership."
542,Mixicom,Operator of a YouTube multi-channel network. The company operates a YouTube channel network in which it gathers famous YouTubeurs for online marketing and advertising.
3218,Imidio,"Developer of internet communication software for audio and Web conferencing. The company offers products such as Instant Collaborators that enables teleconferencing, Web conferencing, instant messaging, data sharing, and application sharing."
3047,Wit.AI,Developer of an application programming interface-based natural language platform. The company has created a voice interface that makes it easy for developers to build applications and devices that you can talk to. It learns human language from every interaction and leverages the community.
2849,EndoNav,Developer of endoscopic technologies. The company focuses on developing colonoscopic technologies for performing endoscopic procedures.
2888,ActivityStream.io,Operator of an online store. The company provides an online platform which connects e-commerce retailers with customers.
2145,The Learning Company,Operator of a software development and sales company.The company operates as a publisher for consumer desktop publishing titles. Its flagship desktop publishing products are The Print Shop and PrintMaster. It operates a retail website offering its own software titles as well as others.
2091,Quality Semiconductor,"Developer of semiconductor products. The company offers logic as well as networking and logic-intensive specialty memory semiconductor products. The company focuses on systems manufacturers principally in the networking, personal computer and workstation markets."
2624,Felix,Provider of pay per call ad service. The company provides service that helps businesses synchronize their listings across the Web.
4248,FireTower.app,Developer of web applications. The company provides a platform that allows developers to find javascript errors in their websites.
3421,Quantason,"Provider of bi-modal technology. The company\'s technology expands the capabilities of conventional ultrasound systems by combining anatomical 2D imaging with proprietary real-time acoustic stimulation paradigms to image, detect, locate in 3D and classify micron-size targets."
2483,Everloop,"Operator of an online social platform for kids. The company enables kids to connect with friends, play games, share pictures, send messages, discover talents and learn."
3376,Egreetings Network,"Provider of an online card and entertainment web site. The company\'s web site offers approximately 7,000 online cards that incorporated graphics, animations, and music. The company also merchandises a selection of gifts and digital gift certificates. It, on behalf of its business customers, provides business-to-business services, including the creation and distribution of communication products to their employees, customers, and partners; and licenses its software platform to partner web sites involved in viral marketing of online cards."
950,ShockWatch (Equipment Monitoring Division),Manufacturer of damage prevention products. The company develops equipment monitoring products to prevent damage.
3199,Wohin.de,"Provider of an online platform for data integration of social events through social networks. The company provides information for various social events, including  theater, concerts and sports."
2164,MTI Laboratory,"Provider research and development of remote radio head (RRH) technologies for WCDMA/HSDPA and WiMAX/LTE infrastructure products. The company\'s RRH technologies enable the transmission of high output power, which is essential for delivering high data rates and coverage required for mobile TV/video/audio/data-centric 3G data services."
1649,OctigaBay Systems,"Manufacturer of computing architecture for simulation and modeling applications. The company develops high performance computing (HPC) system designed around its direct connected processor architecture, an approach to parallel processing that directly links together processors, alleviating memory contention and interconnect bottlenecks found in cluster systems."
4300,BedandBreakfast.com,"Operator of an online bed and breakfast directory and reservation network. The company also offers gift cards for bed and breakfast travel online. It enables its users to search and make reservations for bed and breakfast home stays, country inns, urban bed and breakfasts, guest houses, lodges, cabins, historic hotels, small resorts, guest ranches, farmhouse accommodations, and working farm and ranch vacations located in the United States, Canada, and internationally."
2759,Netmania,"Developer of software and hardware services for industries. The company develops software and hardware for Internet service providers (ISPs), cable operators, education and health sectors, enterprise organizations and small and medium sized enterprises. It offers software development services which includes product development, data migration and online systems."
105,Paypal,"Provider of a digital wallet and online payment services for individuals and businesses. The company offers various ways to pay and ways to get paid, including mobile express checkout service for retailers. Its service allows users to pay in various ways, such as through credit cards, bank accounts, and buyer credit or account balances."
2715,Infoharmoni,"Provider of data visualization services. The company aggregates content, people, relationships and express them visually in real time."
3094,AD PathLabs,Provider of infrastructure and technical services to the anatomic pathology community.
982,Theta Optics,Provider of optical products. The company operates shops that sell optical glasses and other optical consumer products.
1640,Elitra Phramaceuticals,Developer of next generation antimicrobial drugs that target essential gene products of pathogenic organisms. The company employs its functional genomics technologies to identify essential gene drug targets in clinically relevant bacterial and fungal pathogens.
2110,MoreTV Broadcasting,Provider of television broadcasting services. The company operates a 24-hour media service program information and personalized television recommendations via the internet and satellite broadcasting.
2666,MCC,"Provider of mobile products and services in the Netherlands. The company is a retailer of mobile devices, including smart phones, tablets, navigation devices and accessories, and sells service descriptions for their use."
2718,Cartificial,"Operator of an orthopedic medical devices company. The company develops artificial cartilage for prosthetic hips. The company\'s product, Cartificial Hip helps in replacing prostheses with the potential of being inserted during day care surgery."
1144,Face.com,"Provider of facial recognition software for social networks. The company offers Photo Finder, an application to discover photos of users and friends that are untagged and Photo Tagger, which groups faces in an album, enables bulk-tagging of friends and enables photo sharing."
4061,Stemline Therapeutics,"Stemline Therapeutics Inc is a clinical-stage biopharmaceutical company. The Company is engaged in discovering, acquiring, developing and commercializing proprietary therapeutics that target both cancer stem cells, or CSCs, and tumor bulk."
2053,Seattle Silicon,"Supplier of application specific integrated circuits, semiconductor and ASIC design software. The company offers large system houses and process-independent compiler systems."
1581,Paradigm Therapeutics,"Developer of drugs combining model genetics and bioinformatics. The company provides target identification and validation services based on gene knock out technology and in vivo pharmacology. The company has developed a drug discovery pipeline comprising targets and late stage pre-clinical projects in pain, CNS disorders, hormone dependent diseases such as prostate and breast cancer and metabolic diseases such as diabetes, hyperlipidemias, obesity and osteoporosis."
3599,Kefta,"Developer and provider of marketing automation software. The company provides a service and technology platform, campaign management tools, marketing expertise, integration and training to enable its clients to plan, create, deploy and track unique revenue-focused marketing programs."
2744,AG Entertainment,Provider of a platform which allows its users to make their music and playlists accessible to other computers and devices. The company\'s platform helps its users to find people who have similar musical tastes and follow what music they are listening to.
1054,TherMark,"Developer of laser marking technology and materials. The company has a patented laser marking process which produces permanent marks on a variety of surfaces including metals, ceramics, glass, porcelain, nylon, marble, granite, stone and some plastics. The technology is increasingly being used as a solution for component tracking, quality control and anticounterfeiting in the automotive, aerospace and perfume and cosmetics industries."
4460,Socialinfinity,"Developer of web and mobile page builder for small business owners. The company develops software to launch brands through blogging, e-commerce, Facebook page integration and other features."
2425,TruSecure,Provider of Internet security software. The company provides intelligent risk management and compliance products and services to improve security and reduce risk.
3349,Smarterer,Provider of online services to rate and certify individuals on their proficiency of skill sets. The company offers skill assessments online platform for companies to assess employee skills.
1967,Advanced Solution Management,"Developer of plastic surface processing technology. The company designs, manufactures and sets up the surface preparation and coating equipment for plastic parts."
4897,Image Integration SystIems,"Developer of cost-effective document management services. The company focuses on development, enhancement, maintenance, implementation and support of its docusphere services for accounts payable automation."
1870,Ecutel Systems,"Provider of networking and enterprise mobility solutions. The company specializes in developing software solutions for secure, mobile access and mobile enterprise management. Its products include Viatores mobile VPN, and infrastructure command and control. It serves government, public safety, healthcare, education, and enterprise customers."
705,13th Lab,Developer of next generation computer vision platform for mobile devices. The company is developing three dimensional Tracking and Mapping (SLAM) implementation process to consumer devices through Ball Invasion.
391,HowDo,Provider of a knowledge-based social platform. The company\'s platform allows users to upload and share short sound and image chapters designed to share knowledge on a specific topic.
4812,Allostera Pharma,The company also developes allosteramers for inflammation and autoimmune diseases. The company\'s lead products target the insulin-like growth factor-1 receptor (IGF-1R)for cancer.
1073,Servicesoft,"Developer of a customer support software. The company offers an online software that enables its customers to obtain requested information facilitating e-commerce services, processing transactions and resolving problems within customer support."
743,Quay Technologies,"Provider of environment friendly UV disinfection system for water and wastewater applications. The company’s purification technology uses microwave ultraviolet technology to energize low-pressure, high-output bulbs for municipal or industrial water and wastewater disinfection."
2631,Excilan,Provider of payment and authentication platform. The company allows mobile subscribers to access and pay for public WLAN services using their mobile telephone numbers.
1846,Gensia Pharmaceuticals,"Developer of drugs to treat cardiovascular diseases. The company\'s drug research programmes involve technology based on purine-pyrimidine metabolism, which have application in the treatment of cardiovascular, cerebrovascular and neurological diseases."
1507,Volta,Provider of a call queue management software for businesses. The company allows companies to insert call triggers into their existing crm software where agents can log in and start calling from the browser.
514,Pulse Technologies,"Provider of home and building automation softwares. The company provides a software platform that can be adapted from home automation to smart cities, from smart metering to intelligent appliances, and from stand-alone devices to cloud-connected services. The company also offers hardware-reference designs to clients wanting to incorporate the company’s technology into their own products."
476,Class Connect,"Provider of lesson crowd-sourcing tool for teachers. The company provides an online platform which enables teachers to find, build and share lesson plans."
2251,Securent,"Provider of entitlement management solutions. The company’s Entitlement Management Solution (EMS), is an XACML-based solution, which allows organizations to administer, enforce, review, and audit fine-grained access policies across heterogeneous application and information technology environments distributed in the enterprise with centralized management and visibility."
4055,Verical,Provider of services to high- tech manufacturing industry as well as online factory outlet for electronic components. The company provides online service to buyers in order to make a fast and better decisions to find and purchase parts needed to fill their requirements.
1403,CoAlign Innovations,Developer of a less invasive and more anatomically correct spinal fusion. The company develops a low-profile interbody implant system called AccuLIF system that hydraulically expand and lock to enable accurate fit and placement for a range of lumber spinal fusion procedures.
3452,Novalis,"Provider of outsourced management services for provider sponsored managed care networks. The company provides administrative, management and computing services to physician networks and managed care companies."
920,Strongroom Solutions,"Provider of accounts payable and payment automation services for midsize companies. The company offers a software-as-a service platform, which enables real-time, secure invoice management and approvals for association managers and board members."
871,Carmel Pharma,"Developer of a closed system drug transfer device. The company provides clinically proven closed-system drug transfer device (CSTD) for the safe handling of hazardous drugs. Their PhaSeal system is a closed system for handling antibiotics and cytostatic drugs which minimizes the leakage and spread of aerosols into the work environment, allowing more efficient handling near the patient."
3378,itzBig,Operator of an interactive job search website. The company provides an interactive job search website that matches employers and candidates in real-time.
800,NordNav Technologies,Developer of Global Navigation Satellite System receivers.
4174,Staccato Communications,Provider of ultra-wideband wireless technology for communication applications. The company is a fabless semiconductor company.
614,Factory Logic,"Supplier of software for lean scheduling and supply synchronization. The company provides manufacturing and supply chain management solutions to the automotive, electronics, industrial equipment and aerospace industries."
2920,SAP,"The Company develops, markets and sells enterprise application software products for corporations, government agencies and educational institutions."
927,CheckPoint Pumps & Systems,"Manufacturer of pumps. The company designs and manufactures chemical injection pumps and pump packages, control panels, pressure test systems, green energy services and process components."
359,Pharmaxon,"Developer of neurology and neuro-oncology drugs. The company engages in the discovery and development of drugs for nervous system disorders in which cell mobility is modified. The company\'s activities are currently concentrated on the development of therapies for spinal cord injury, memory disorders and glioblastoma. The company spun out of the Development Biology Institute of Marseille Luminy."
492,ARC International (Peripheral Connectivity Business),Supplier of peripheral connectivity solutions.
1983,Cobion,Developer of content security solutions and anti-spam technology. The company provides software solutions to protect organizations from unwanted internet content and also protect private computers from dangerous content.
4708,CyberPower Systems,"Designer, manufacturer and marketer of Uninterruptible Power Supply (UPS) systems. The company offers line of emergency battery backup systems for computer systems, electronics and telecommunication equipment."
1903,Macheen,"Provider of cloud service for connected devices. The company provides cloud-based platform supports to new business models for device makers, retailers, cloud service providers and network operators."
4368,Managing Editor,"Developer of software that streamlines and enhances digital production for publishing to paper, the Web, tablets or mobile. The company facilitates cross-media workflow, digital publishing strategy, layout planning and automation and ad production."
1657,HemaQuest Pharmaceuticals,Developer of small molecule therapeutics. The company develops small molecule therapeutics based on its short chain fatty acid derivative (SCFAD) technologies to treat anemia and other blood disorders.
406,PowerInbox,Developer of e-mail application platform. The company enables users to run applications from inside their e-mail messages. Its open app platform enables developers to create apps that run on e-mail using HTML5.
3718,Videostrip,Provider of an online video advertising network. The company provides an online video platform that allows users to create and publish video sites and banners in the Netherlands.
367,Sofa Labs,"Developer of social web platforms. The company develops thread which uses facebook connect, so that people can identify and contact potential matches through friends."
819,Engagement Labs,"Developer of computer software. The company operates in the sector of social media business applications in Canada and France. It offers corporations an integrated social media platform that enables issue management, employee engagement, e-learning and open-innovation with internal and external stakeholders."
262,Shanghai 9Diamond Jewelry,Provider of online diamond retail store. The company offers a sale platform of diamond products including jeweleries in and across Shanghai.
584,The Vantra Group,"Provider of comprehensive internet brokerage infrastructure services. The company\'s technology links investors, brokers, clearing firms and back offices. The company enables financial institutions to get to market in the area of online investments."
4943,Triacta Power Technologies,Developer of energy management systems. The company develops energy systems which enables firms to reduce energy consumption and energy costs.
2987,Check-Cap,"Provider and developer of gastrointestinal imaging devices. The company provides a multi-disciplinary technology for the imaging and screening of the colon, as well as a screening system for colo-rectal cancer. The system includes a capsule, a receiver, proprietary imaging software and an associated database for web-based access and analysis."
4824,Caliopa,Developer of optical transceivers for the data and telecommunication markets. The company is a spin-off of the Photonics Research Group of Ghent University and imec.
1824,InnoPharma,"Developer of complex generic and innovative specialty pharmaceutical/bio-pharmaceutical products in injectable and ophthalmic dosage forms. The company has a broad portfolio of products under development, with formulations including, suspension, lyophilized, emulsions, liposomes, micelles and lipid complexes."
1633,DermaGen,"Developer of antimicrobial peptides directed against skin microbes. The company develops peptides which exert potent antimicrobial effects and are derived from endogenous human proteins, such as those of the complement system, as well as several other skin and blood-derived proteins."
3579,NutshellMail,Provider of services that help in keeping track of social networking activities. The company was developed so that all the users who have multiple accounts on various social networking sites could keep track of their activities easily.
934,OpenAir,"Developer of online business management software. The company offers a suite of PSA (professional services automation) services to streamline business administration, enabling organizations to manage projects, accounting, expense reporting and resource allocation."
3870,Flexitricity,Supplier of electricity to the national grid. The company operates smart grid system and provides short term operating reserve and frequency response services.
2517,Platinnetz,Provider of an online community and marketing channel for people 40 and older in Germany. The company provides a social platform enabling members to create profiles and connect with others sharing the same interests. The platform also functions as a marketing channel for advertisers focused on the demographic.
1661,Cleantech Group,"Provider of an online platform for corporates to connect with potential customers, strategic partners and investors. The company offers i3 an online platform which enables corporates to build and manage their pipeline, market their technology interests to start-ups globally, and gain insight into various sectors. It also offers advisory services related to expertise designing of products and services to the Cleantech companies."
2842,Alminder,Developer of mobile based applications. The company is focused on developing an intelligent mobile calendar application for iPhones and other iOS devices.
1373,Molecular Biometrics,"Developer of non-invasive clinical tools to evaluate normal biologic function. The company offers medicines and drugs which focuses on reproductive health, neurodegenerative diseases, maternal fetal medicine, pulmonary metabolism and edema, and lactate metabolism."
4354,Jibe Mobile,Provider of cloud-based communication services. The company provides open technology platform that provides an open end-to-end technology platform enabling carriers to rapidly launch and commercially scale the most innovative IP communication services to mobile consumers.
1298,Eyetel Imaging,"Developer of imaging technologies to address vision loss due to undetected and untreated diabetic retinopathy. The company offers EyeTel Retinal Imaging System based on DigiScope, a semi-automated fundus camera which produces images that enable to detect age-related macular degeneration, diabetic retinopathy and optic disc abnormalities such as glaucoma. The company also offers EyeTel Reading Center, a telemedicine service providing analysis of patient images."
3538,Dichanphone,"Developer of pre-installed real estate related mobile phone software applications. The company develops a joint distribution and financial channels used as marketing platform for real estate agency, real estate developers, financial institutions."
2635,Carestel Group,Provider of commercial catering services. The company is engaged in providing catering services and production and distribution of vacuum packed food products. The company also owns and operates hotels providing hotel services to luxury residences.
1219,Industrial Solar,"Manufacturer of heating and cooling devices that utilizes solar power. The company offers solar Fresnel collector systems and other solar cooling and air-conditioning technologies. Its products are used to generate solar process heat, cooling, water treatment and polygeneration. The company was spun out of Fraunhofer Institute for Solar Energy Systems."
281,Laser Diagnostic Technologies,"Manufacturer of medical devices to detect early stage glaucoma and macular degeneration. The company develop, manufacture and sale diagnostic laser equipment in the eye care industry."
1183,NetByTel,"Provider of speech recognition call center software solutions. The company offers multichannel leverage point for its retail, catalog, direct response, publishing, travel/hospitality, finance and manufacturing clients."
3623,Ocean Breeze Waterpark,"Operator of a water park company. The company offers amenities that includes rides and attractions, watershed programs and children areas. The company also offers gallon wave pool and a children\'s water playground."
2994,RentWiki,"Developer of peer review and recommendation website. The company provides rental search with user-generated content, neighborhood reviews and the ability for renters and locals to talk to each other as well as pros and cons about various areas."
4888,0-In Design Automation,Operator of an assertion-based verification company. The company develops and supports electronic design automation tools and functional verification products that help clients to verify multi-million gate application-specific integrated circuit and system-on-chip designs. Its system also automates the engineered methodologies.
3491,DineroMail,"Provider of e-payment services to international merchants. The company operates as an online payment platform which helps companies to collect payments from online and offline sales. It offers different local payment methods like cash payment, credit cards, bank transfer and also e-wallet."
